,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,index,pH,residual sugar,sulphates,total sulfur dioxide,type,volatile acidity,quality
1427,8.8,0.048,0.48,1.001,7.5,55.0,2682,2.95,19.45,0.4,243.0,white,0.33,5
1428,9.8,0.048,0.24,0.9982,6.5,24.0,2577,3.44,14.0,0.53,113.0,white,0.41,6
1429,8.9,0.044,0.34,0.99976,7.8,66.0,483,3.22,13.7,0.75,184.0,white,0.25,5
1430,10.0,0.084,0.03,0.9968,6.8,18.0,1812,3.44,1.7,0.63,35.0,red,0.56,6
1431,10.9,0.046,0.31,0.9913,6.8,40.0,4779,3.07,2.9,0.65,121.0,white,0.21,7
1432,11.3,0.055,0.35,0.99394,8.8,13.0,655,3.14,1.7,0.59,27.0,red,0.24,7
1433,9.8,0.087,0.24,0.9998,9.2,12.0,801,3.48,2.6,0.54,93.0,red,0.92,5
1434,9.2,0.048,0.49,0.9929,5.8,21.0,1900,3.19,1.1,0.48,98.0,white,0.15,5
1435,12.4,0.026,0.35,0.99052,5.7,17.0,3000,3.18,5.1,0.67,113.0,white,0.4,6
1436,9.5,0.045,0.19,0.9958,7.2,53.0,835,3.17,7.7,0.38,176.0,white,0.24,5
1437,12.6,0.0289999999999999,0.15,0.9903,7.2,27.0,3255,3.3,2.0,0.59,87.0,white,0.37,7
1438,9.6,0.039,0.21,0.9982,6.2,28.0,4507,3.48,15.55,0.64,159.0,white,0.25,6
1439,11.4,0.043,0.52,0.99129,7.6,28.0,3682,3.02,3.2,0.53,152.0,white,0.27,6
1440,9.0,0.076,0.61,1.0,10.4,11.0,4565,3.16,2.6,0.69,24.0,red,0.575,5
1441,11.5,0.048,0.24,0.99456,6.5,20.0,2456,3.06,14.5,0.3,96.0,white,0.33,8
1442,13.4,0.034,0.33,0.99,6.6,15.0,4130,3.28,2.8,0.51,85.0,white,0.42,6
1443,12.8,0.064,0.15,0.9929,6.5,12.0,4945,3.33,3.0,0.59,27.0,red,0.51,6
1444,9.2,0.096,0.18,0.99771,6.2,28.0,1760,3.56,7.7,0.72,210.0,white,0.44,5
1445,10.6,0.051,0.49,0.9953,7.9,36.0,4729,3.18,5.2,0.48,157.0,white,0.18,6
1446,11.1,0.0409999999999999,0.25,0.99078,6.0,30.0,1985,3.27,2.0,0.56,95.0,white,0.2,6
1447,13.6,0.02,0.09,0.98722,4.7,5.0,3111,3.3,1.0,0.34,9.0,white,0.67,5
1448,9.3,0.037,0.46,0.99601,6.8,49.0,596,3.17,8.3,0.47,173.0,white,0.26,5
1449,10.6,0.045,0.42,0.9959,8.0,41.0,4376,3.17,7.1,0.43,169.0,white,0.28,5
1450,9.2,0.071,0.1,0.996,7.0,27.0,3919,3.28,1.4,0.61,63.0,red,0.62,5
1451,11.5,0.022,0.43,0.9928,7.4,22.0,5161,3.13,6.0,0.55,125.0,white,0.26,6
1452,10.1,0.037,0.22,0.9944,6.4,23.0,3451,3.29,5.1,0.32,131.0,white,0.26,5
1453,10.0,0.063,0.28,0.9964,6.0,31.0,3378,3.69,4.8,0.71,201.0,white,0.27,5
1454,8.7,0.037,0.74,0.9981,7.2,47.0,3978,3.04,12.5,0.44,156.0,white,0.27,5
1455,9.0,0.05,0.26,0.99772,6.2,59.0,1620,3.31,13.1,0.46,150.0,white,0.21,5
1456,11.5,0.024,0.4,0.9928,7.2,56.0,2317,3.04,7.6,0.32,177.0,white,0.29,6
1457,9.5,0.074,0.39,0.99698,8.9,3.0,3597,3.12,1.6,0.59,10.0,red,0.24,6
1458,9.5,0.052,0.32,0.99657,6.1,52.0,3553,3.39,7.8,0.65,183.0,white,0.33,5
1459,9.5,0.053,0.3,0.9965,7.1,36.0,4007,2.94,2.2,1.62,127.0,red,0.31,5
1460,10.9,0.119,0.04,0.9962,8.8,14.0,381,3.21,2.2,0.6,56.0,red,0.55,6
1461,10.0,0.045,0.44,0.9986,7.6,68.0,4918,3.48,14.5,0.36,212.0,white,0.445,6
1462,11.4,0.039,0.31,0.99376,6.9,37.0,5080,3.32,7.0,0.49,175.0,white,0.26,6
1463,12.2,0.032,0.21,0.9889,6.2,31.0,3091,2.97,1.1,0.42,111.0,white,0.3,6
1464,11.0,0.035,0.3,0.9927,6.3,8.0,751,3.27,5.7,0.41,97.0,white,0.35,7
1465,10.8,0.06,0.06,0.9962,6.8,11.0,5135,3.41,6.0,0.59,18.0,red,0.59,7
1466,13.0,0.032,0.39,0.98912,6.7,14.0,749,3.31,1.0,0.38,71.0,white,0.19,7
1467,11.0,0.036,0.27,0.99399,7.6,23.0,2921,3.34,5.8,0.54,109.0,white,0.31,6
1468,12.6,0.036,0.42,0.98871,5.8,19.0,4805,3.1,1.1,0.46,113.0,white,0.3,7
1469,9.3,0.059,0.51,0.9994,12.4,6.0,1914,3.04,2.0,0.6,24.0,red,0.4,6
1470,11.6,0.054,0.36,0.992,8.0,30.0,2716,3.09,2.0,0.72,121.0,white,0.26,7
1471,8.8,0.045,0.36,1.001,7.0,45.0,2278,3.0,20.7,0.45,170.0,white,0.27,6
1472,10.1,0.08,0.03,0.99498,5.6,6.0,2909,3.66,1.5,0.62,13.0,red,0.62,4
1473,10.5,0.044,0.26,0.9923,7.0,12.0,456,3.08,1.6,0.46,87.0,white,0.29,6
1474,10.5,0.047,0.24,0.99383,7.4,21.0,1720,3.52,1.4,0.64,106.0,white,0.18,7
1475,12.6,0.024,0.44,0.9917,8.8,9.0,4202,2.96,6.35,0.4,87.0,white,0.33,7
1476,11.2,0.055,0.49,0.9917,7.4,18.0,1586,3.23,1.2,0.47,150.0,white,0.16,6
1477,11.1,0.04,0.28,0.99174,7.1,31.0,2481,3.18,1.2,0.53,111.0,white,0.25,5
1478,9.0,0.044,0.37,0.9966,7.3,45.0,3004,3.12,8.3,0.47,227.0,white,0.29,5
1479,9.0,0.061,0.31,0.99475,6.5,20.0,4253,3.18,4.1,0.45,134.0,white,0.36,6
1480,9.5,0.08,0.0,0.9976,8.0,11.0,3203,3.44,2.6,0.53,34.0,red,0.71,5
1481,13.0,0.031,0.34,0.98854,5.3,3.0,2218,3.27,1.4,0.38,60.0,white,0.6,6
1482,9.6,0.048,0.38,0.99492,6.5,68.0,5284,3.14,8.3,0.5,174.0,white,0.33,5
1483,8.8,0.054,0.5,0.99941,6.5,50.0,148,2.94,18.1,0.64,221.0,white,0.2,6
1484,10.5,0.045,0.36,0.99284,6.7,24.0,1980,3.3,2.0,0.59,131.0,white,0.16,6
1485,10.5,0.038,0.26,0.99523,6.8,61.0,434,3.02,11.7,0.56,152.0,white,0.21,7
1486,11.0,0.044,0.38,0.99326,6.4,35.0,1314,2.97,9.1,0.3,127.0,white,0.22,7
1487,9.1,0.1969999999999999,0.45,0.9942,6.4,76.0,1264,3.02,3.5,0.39,180.0,white,0.3,6
1488,12.6,0.037,0.32,0.98878,5.4,10.0,982,3.04,2.5,0.58,51.0,white,0.15,6
1489,11.8,0.038,0.28,0.99426,5.9,29.0,1844,3.31,12.8,0.57,132.0,white,0.2,7
1490,11.1,0.054,0.2,0.99324,6.8,25.0,3341,3.12,6.6,0.28,65.0,white,0.73,4
1491,9.9,0.044,0.27,0.99454,6.8,45.0,2907,3.2,8.6,0.37,104.0,white,0.11,6
1492,9.2,0.06,0.14,0.99344,6.1,27.0,1651,3.07,3.9,0.34,113.0,white,0.38,4
1493,9.4,0.048,0.41,0.99863,7.3,73.0,4710,3.16,14.6,0.71,223.0,white,0.23,6
1494,10.4,0.0289999999999999,0.28,0.99347,6.9,14.0,4593,3.24,4.4,0.46,107.0,white,0.15,8
1495,11.5,0.038,0.29,0.9906,6.4,18.0,1325,3.3,1.0,0.42,122.0,white,0.24,5
1496,13.7,0.036,0.29,0.98819,6.6,38.0,53,3.08,1.8,0.42,102.0,white,0.29,7
1497,9.9,0.049,0.88,0.9968,10.2,20.0,5445,2.99,6.2,0.51,124.0,white,0.44,4
1498,9.8,0.0409999999999999,0.13,0.992,6.7,81.0,4854,3.14,1.2,0.42,174.0,white,0.25,5
1499,10.6,0.0289999999999999,0.34,0.99497,9.0,21.0,1525,3.08,6.7,0.5,162.0,white,0.26,6
1500,12.5,0.033,0.33,0.99064,6.7,12.0,1387,3.29,2.0,0.65,74.0,white,0.31,6
1501,11.3,0.042,0.49,0.9917,7.4,35.0,2315,3.13,1.1,0.55,156.0,white,0.25,5
1502,9.2,0.066,0.23,0.9958,6.4,5.0,4991,3.34,1.6,0.56,12.0,red,0.4,5
1503,10.3,0.059,0.37,0.993,6.6,45.0,1445,3.37,1.2,0.55,199.0,white,0.22,7
1504,9.4,0.096,0.38,0.99666,8.6,5.0,2350,3.2,1.5,0.52,18.0,red,0.52,5
1505,11.0,0.052,0.38,0.9947,6.6,30.0,3509,3.32,7.9,0.56,145.0,white,0.2,7
1506,10.0,0.036,0.4,0.9932,7.6,24.0,2464,3.14,1.3,0.76,112.0,white,0.15,5
1507,9.4,0.03,0.22,0.9938,5.5,30.0,1396,3.24,4.5,0.36,102.0,white,0.16,6
1508,9.4,0.069,0.04,0.9956,6.6,8.0,4988,3.4,2.2,0.63,15.0,red,0.52,6
1509,9.4,0.076,0.2,0.99735,8.4,10.0,4472,3.31,2.4,0.64,38.0,red,0.715,5
1510,11.3,0.044,0.29,0.9918,7.3,12.0,1212,3.2,1.2,0.48,143.0,white,0.18,7
1511,11.1,0.057,0.45,0.99498,9.3,19.0,3780,3.18,1.5,0.89,37.0,red,0.33,7
1512,9.6,0.035,0.12,0.99358,5.9,60.0,5259,3.34,1.4,0.44,247.0,white,0.24,6
1513,11.2,0.1,0.39,0.99546,8.8,20.0,741,3.15,2.0,0.69,27.0,red,0.27,6
1514,10.7,0.063,0.35,0.99184,7.0,13.0,2712,3.22,1.6,0.5,119.0,white,0.31,5
1515,9.5,0.042,0.26,0.9938,7.5,13.0,4607,3.07,1.8,0.38,133.0,white,0.32,5
1516,9.2,0.114,0.43,0.997,7.7,22.0,2335,3.25,2.2,0.73,114.0,red,0.935,5
1517,10.0,0.094,0.19,0.99787,8.8,30.0,833,3.22,4.0,0.5,69.0,red,0.61,6
1518,11.7,0.03,0.28,0.99062,5.7,22.0,1815,3.31,4.1,0.38,86.0,white,0.31,7
1519,10.2,0.092,0.52,1.0,12.1,15.0,730,3.03,2.0,0.66,54.0,red,0.4,5
1520,11.1,0.039,0.28,0.99173,7.0,12.0,3717,3.18,1.4,0.65,83.0,white,0.28,5
1521,11.8,0.0289999999999999,0.39,0.9923,8.1,18.0,1456,3.23,1.9,0.52,79.0,white,0.28,6
1522,8.8,0.045,0.36,1.001,7.0,45.0,4684,3.0,20.7,0.45,170.0,white,0.27,6
1523,11.2,0.019,0.28,0.9902,5.7,15.0,1464,3.06,2.2,0.52,65.0,white,0.28,6
1524,13.0,0.032,0.39,0.98912,6.7,14.0,260,3.31,1.0,0.38,71.0,white,0.19,7
1525,9.9,0.04,0.41,0.9954,6.7,49.0,3102,3.12,9.4,0.61,166.0,white,0.24,6
1526,8.7,0.044,0.73,1.00013,8.7,27.0,3381,2.96,14.35,0.88,191.0,white,0.31,5
1527,9.2,0.043,0.61,0.9987,7.2,14.0,2796,3.06,16.2,0.36,103.0,white,0.2,6
1528,9.9,0.0409999999999999,0.08,0.997,5.2,37.0,1480,3.46,13.5,0.39,142.0,white,0.365,6
1529,9.7,0.077,0.18,0.99739,8.9,15.0,719,3.2,2.5,0.47,48.0,red,0.745,6
1530,10.8,0.03,0.06,0.9904,6.4,9.0,591,2.97,1.0,0.29,131.0,white,0.475,5
1531,10.6,0.036,0.3,0.99368,6.0,47.0,571,3.18,8.7,0.39,127.0,white,0.21,5
1532,11.3,0.12,0.12,0.99519,6.4,25.0,4783,3.47,2.3,0.71,36.0,red,0.57,7
1533,10.7,0.035,0.25,0.99481,6.1,54.0,2619,3.21,12.1,0.4,135.0,white,0.22,5
1534,9.8,0.074,0.29,0.99578,6.2,32.0,4849,3.33,2.1,0.62,98.0,red,0.46,5
1535,9.0,0.29,0.3,0.9984,6.8,22.0,161,3.08,13.0,0.67,193.0,white,0.67,4
1536,11.9,0.045,0.45,0.99064,7.0,40.0,4265,3.16,2.3,0.48,118.0,white,0.25,7
1537,12.3,0.062,0.0,0.99352,6.6,21.0,135,3.44,1.8,0.55,28.0,red,0.5,6
1538,9.1,0.047,0.4,0.99945,7.1,47.0,4111,3.34,14.55,0.78,156.0,white,0.17,6
1539,10.8,0.049,0.37,0.99226,7.1,28.0,1908,3.15,1.5,0.52,129.0,white,0.2,5
1540,12.5,0.034,0.27,0.9916,6.4,18.0,2924,3.36,4.9,0.71,122.0,white,0.32,6
1541,10.2,0.054,0.36,0.99578,7.7,25.0,1367,3.25,5.9,0.54,148.0,white,0.16,6
1542,12.0,0.019,0.3,0.98931,7.1,4.0,970,3.2,0.9,0.36,28.0,white,0.2,6
1543,11.4,0.051,0.28,0.9957,8.0,25.0,4956,3.06,10.8,0.47,157.0,white,0.45,7
1544,10.5,0.073,0.25,0.99615,7.7,29.0,5367,3.37,2.6,0.58,63.0,red,0.43,6
1545,10.15,0.034,0.34,0.99365,6.1,31.0,1849,3.32,6.1,0.58,114.0,white,0.16,7
1546,12.0,0.034,0.35,0.9924,7.5,12.0,1842,3.16,6.0,0.39,126.0,white,0.34,7
1547,9.7,0.055,0.49,0.9974,7.4,49.0,330,3.52,8.2,0.58,188.0,white,0.3,6
1548,11.0,0.047,0.29,0.991,5.6,33.0,3284,3.34,1.2,0.5,127.0,white,0.235,7
1549,9.6,0.076,0.37,0.9974,8.3,8.0,4844,3.26,1.4,0.7,23.0,red,0.26,6
1550,8.8,0.053,0.44,1.0006,8.1,43.0,1791,3.28,14.1,0.75,145.0,white,0.17,8
1551,11.0,0.033,0.3,0.99109,8.3,20.0,2595,3.02,1.1,0.51,57.0,white,0.18,6
1552,10.4,0.0409999999999999,0.3,0.9929,7.7,15.0,3428,3.26,1.4,0.53,102.0,white,0.24,6
1553,11.9,0.038,0.4,0.992,7.3,32.0,242,3.03,6.85,0.3,138.0,white,0.33,7
1554,10.3,0.044,0.38,0.99517,6.9,33.0,426,3.06,10.5,0.5,139.0,white,0.26,6
1555,11.0,0.081,0.25,0.99685,6.9,10.0,2555,3.46,2.6,0.5,37.0,red,0.52,5
1556,11.2,0.033,0.25,0.99044,8.0,15.0,270,2.98,1.1,0.39,86.0,white,0.13,8
1557,10.9,0.093,0.56,0.99925,12.0,6.0,1437,3.14,2.1,0.71,24.0,red,0.38,6
1558,11.6,0.034,0.28,0.9921,6.3,45.0,624,3.29,6.3,0.46,152.0,white,0.37,7
1559,11.1,0.019,0.32,0.9935,6.8,54.0,71,3.25,7.05,0.37,188.0,white,0.19,8
1560,11.4,0.098,0.44,0.9956,8.0,6.0,3152,3.3,1.9,0.64,15.0,red,0.38,6
1561,10.5,0.053,0.49,0.9942,6.4,25.0,1696,3.01,5.8,0.98,120.0,white,0.24,6
1562,9.4,0.042,0.21,0.99373,6.1,17.0,404,3.02,5.0,0.53,133.0,white,0.34,5
1563,11.3,0.035,0.34,0.99096,7.8,31.0,5494,3.07,1.1,0.72,93.0,white,0.15,7
1564,11.4,0.046,0.29,0.99224,5.9,34.0,117,3.24,5.4,0.41,116.0,white,0.26,6
1565,10.8,0.046,0.3,0.99479,6.4,53.0,4775,3.21,11.2,0.34,149.0,white,0.22,5
1566,11.4,0.032,0.38,0.9914,6.6,28.0,3357,3.25,1.5,0.55,112.0,white,0.17,7
1567,13.4,0.047,0.3,0.9886,6.8,35.0,2467,3.24,2.1,0.56,147.0,white,0.33,6
1568,12.3,0.024,0.37,0.98876,6.3,12.0,601,2.94,1.5,0.39,76.0,white,0.37,6
1569,11.7,0.032,0.35,0.98988,7.0,42.0,2665,3.16,1.0,0.37,104.0,white,0.24,7
1570,9.9,0.051,0.33,0.998,6.9,59.0,2564,3.39,12.6,0.38,173.0,white,0.26,5
1571,10.2,0.039,0.04,0.9985,5.0,38.0,185,3.37,18.6,0.57,128.0,white,0.44,6
1572,9.7,0.078,0.03,0.99743,7.2,16.0,4883,3.53,2.3,0.57,86.0,red,0.66,5
1573,8.8,0.06,0.54,1.0018200000000002,9.2,46.0,4292,3.08,17.3,0.61,235.0,white,0.34,6
1574,9.4,0.04,0.29,0.9966,7.6,21.0,470,3.04,10.5,0.35,145.0,white,0.31,5
1575,11.1,0.078,0.24,0.99648,7.3,27.0,111,3.6,2.5,0.59,67.0,red,0.43,6
1576,11.3,0.036,0.29,0.9904,5.9,23.0,1615,3.19,1.1,0.38,56.0,white,0.3,5
1577,9.9,0.0409999999999999,0.34,0.9981,8.5,32.0,5460,3.13,13.8,0.4,161.0,white,0.28,6
1578,13.1,0.033,0.25,0.98966,5.7,49.0,1326,3.26,4.9,0.58,113.0,white,0.39,7
1579,10.9,0.072,0.55,1.00012,12.9,7.0,2541,3.09,2.8,0.68,24.0,red,0.5,6
1580,11.55,0.052,0.3,0.99069,5.9,42.0,661,3.31,1.3,0.47,86.0,white,0.22,6
1581,8.8,0.055,0.24,0.9988,7.1,46.0,5278,3.12,15.4,0.49,198.0,white,0.35,5
1582,9.5,0.118,0.2,0.9946,6.4,61.0,2563,3.24,5.7,0.43,172.0,white,0.36,6
1583,9.6,0.076,0.04,0.99508,7.5,8.0,2979,3.26,1.5,0.53,15.0,red,0.725,5
1584,9.8,0.092,0.47,0.9928,6.4,40.0,2581,3.21,1.6,0.36,158.0,white,0.13,6
1585,10.5,0.088,0.01,0.99568,7.7,12.0,1858,3.32,1.8,0.56,18.0,red,0.58,7
1586,10.5,0.068,0.4,0.99754,10.2,41.0,563,3.38,2.5,0.86,54.0,red,0.4,6
1587,10.0,0.043,0.49,0.9952,7.8,29.0,1781,3.21,7.0,0.33,149.0,white,0.49,5
1588,12.2,0.036,0.29,0.99168,7.0,41.0,1755,3.38,4.9,0.43,150.0,white,0.32,6
1589,9.8,0.079,0.32,0.99656,8.0,16.0,882,3.27,2.1,0.5,74.0,red,0.77,6
1590,11.5,0.062,0.3,0.99495,7.5,6.0,4036,3.44,2.2,0.72,12.0,red,0.43,7
1591,10.4,0.0289999999999999,0.28,0.99347,6.9,14.0,992,3.24,4.4,0.46,107.0,white,0.15,8
1592,10.2,0.05,0.49,0.9945,7.2,18.0,804,3.46,1.3,0.44,148.0,white,0.08,6
1593,9.3,0.074,0.14,0.9937,7.6,25.0,3396,3.05,1.5,0.51,168.0,white,0.67,5
1594,8.8,0.052,0.37,0.99602,6.6,13.0,4218,3.24,6.2,0.39,164.0,white,0.31,4
1595,10.1,0.079,0.1,0.9986,9.5,6.0,187,3.23,2.1,0.56,31.0,red,0.735,6
1596,9.0,0.059,0.46,1.0004,8.1,32.0,1624,3.27,15.4,0.58,177.0,white,0.28,4
1597,11.5,0.0559999999999999,0.14,0.99396,6.2,15.0,1311,3.48,1.9,0.57,34.0,red,0.51,6
1598,11.0,0.03,0.34,0.992,7.4,30.0,1561,2.97,2.7,0.53,107.0,white,0.18,6
1599,10.0,0.038,0.28,0.99566,8.0,72.0,5005,3.12,8.2,0.56,202.0,white,0.26,6
1600,10.3,0.07,0.31,0.99693,7.6,4.0,4592,3.22,2.8,0.55,15.0,red,0.48,6
1601,9.6,0.07,0.49,0.9991,10.5,14.0,3458,3.3,2.1,0.56,47.0,red,0.59,4
1602,9.2,0.173,0.74,0.99334,7.0,34.0,857,3.04,1.3,0.46,121.0,white,0.27,6
1603,10.0,0.055,0.35,0.998,6.5,47.0,3286,3.58,12.0,0.47,179.0,white,0.25,5
1604,9.4,0.044,0.24,0.9989,5.7,60.0,5101,3.31,17.5,0.44,167.0,white,0.28,5
1605,11.1,0.039,0.37,0.9921,6.4,41.0,2750,3.18,4.5,0.4,147.0,white,0.25,7
1606,10.0,0.066,0.09,0.99459,6.4,15.0,4353,3.42,1.4,0.7,28.0,red,0.31,7
1607,9.4,0.209,0.3,0.99478,6.4,62.0,512,3.1,6.5,0.4,156.0,white,0.29,5
1608,9.4,0.053,0.28,0.99489,6.0,37.0,1057,3.06,7.7,0.5,132.0,white,0.25,6
1609,10.7,0.049,0.16,0.9917,5.0,10.0,2308,3.48,1.5,0.44,97.0,white,0.33,6
1610,11.1,0.036,0.13,0.99312,6.9,19.0,1926,3.09,6.3,0.25,50.0,white,0.75,4
1611,10.3,0.069,0.48,0.9959,6.3,18.0,4707,3.44,1.8,0.78,61.0,red,0.3,6
1612,9.8,0.048,0.16,0.99428,7.2,14.0,946,3.09,5.9,0.49,125.0,white,0.47,5
1613,9.5,0.05,0.27,0.99422,7.6,23.0,1543,3.08,4.6,0.47,98.0,white,0.17,6
1614,9.3,0.052,0.47,0.99944,7.5,51.0,5272,3.09,16.9,0.62,188.0,white,0.2,5
1615,10.0,0.04,0.39,0.99475,6.4,57.0,4188,3.32,7.5,0.43,213.0,white,0.31,5
1616,11.2,0.071,0.43,0.99428,6.2,14.0,5185,3.45,2.0,0.87,24.0,red,0.39,7
1617,11.1,0.054,0.32,0.99154,7.2,24.0,1648,3.17,1.5,0.48,105.0,white,0.25,6
1618,10.5,0.031,0.35,0.9938,6.6,36.0,1213,3.19,7.7,0.37,135.0,white,0.24,5
1619,10.9,0.039,0.28,0.99406,6.8,29.0,4304,3.11,9.8,0.45,113.0,white,0.18,7
1620,11.3,0.046,0.29,0.99033,6.0,29.0,103,3.22,1.2,0.53,92.0,white,0.19,6
1621,10.7,0.048,0.28,0.99556,6.8,54.0,2806,3.19,12.6,0.37,136.0,white,0.2,6
1622,12.7,0.065,0.09,0.99417,7.8,34.0,2105,3.46,2.3,0.74,45.0,red,0.57,8
1623,12.8,0.044,0.42,0.9914,7.6,6.0,3316,3.04,1.5,0.74,114.0,white,0.19,6
1624,11.7,0.03,0.3,0.9927,6.3,49.0,1185,3.53,3.2,0.79,164.0,white,0.41,7
1625,11.7,0.034,0.27,0.9902,6.8,19.0,1576,3.14,1.2,0.37,68.0,white,0.2,4
1626,11.0,0.075,0.49,0.9977,10.4,6.0,929,3.18,1.8,1.06,20.0,red,0.24,6
1627,9.5,0.073,0.21,0.9964,7.9,46.0,4881,3.27,1.9,0.58,102.0,red,0.35,5
1628,10.6,0.042,0.34,0.99366,8.2,18.0,1987,3.24,1.2,0.39,167.0,white,0.52,5
1629,9.4,0.053,0.53,0.9963,6.8,37.0,3374,3.07,10.1,0.4,151.0,white,0.35,5
1630,9.2,0.054,0.25,0.9956,7.6,22.0,4858,3.12,4.3,0.49,111.0,white,0.3,5
1631,11.0,0.053,0.31,0.99544,6.5,20.0,3728,3.2,13.55,0.56,113.0,white,0.36,6
1632,9.4,0.071,0.45,0.9991,9.9,16.0,5323,3.39,2.3,0.62,40.0,red,0.54,5
1633,9.0,0.0579999999999999,0.39,0.9979,7.2,49.0,3786,2.98,14.2,0.48,192.0,white,0.23,7
1634,10.9,0.044,0.24,0.9929,8.0,20.0,166,3.28,1.2,0.42,102.0,white,0.27,5
1635,10.4,0.036,0.41,0.992,7.2,33.0,5125,3.17,1.3,0.51,85.0,white,0.21,5
1636,10.8,0.03,0.27,0.99402,6.0,39.0,2174,3.15,12.0,0.34,98.0,white,0.16,5
1637,9.2,0.037,0.47,0.99822,7.6,42.0,889,3.04,13.3,0.5,116.0,white,0.35,5
1638,8.6,0.0409999999999999,0.69,0.9977,7.3,58.0,3046,3.06,10.2,0.45,160.0,white,0.31,5
1639,9.6,0.052,0.38,0.9958,7.1,49.0,1880,3.35,7.4,0.52,182.0,white,0.17,6
1640,9.6,0.039,0.32,0.9948,6.8,10.0,3876,3.3,1.6,0.67,124.0,white,0.36,5
1641,10.9,0.0409999999999999,0.39,0.99221,6.6,31.0,652,3.22,2.3,0.58,102.0,white,0.21,7
1642,9.9,0.05,0.29,0.994,7.5,33.0,1663,3.14,4.8,0.42,87.0,white,0.22,5
1643,12.0,0.019,0.3,0.98931,7.1,4.0,2803,3.2,0.9,0.36,28.0,white,0.2,6
1644,9.2,0.046,0.49,0.9984,7.6,87.0,3363,3.01,11.3,0.43,221.0,white,0.36,5
1645,9.5,0.054,0.35,0.99366,8.0,13.0,4086,3.08,1.1,0.55,136.0,white,0.25,5
1646,9.5,0.05,0.45,0.9955,6.4,52.0,2170,3.18,8.3,0.48,196.0,white,0.27,5
1647,9.1,0.054,0.46,0.9941,8.6,9.0,5297,2.95,1.0,0.49,72.0,white,0.23,6
1648,11.0,0.0409999999999999,0.4,0.99268,6.5,49.0,2067,3.21,7.3,0.43,115.0,white,0.21,6
1649,8.9,0.055,0.38,1.0004,8.4,51.0,4417,3.34,11.8,0.82,170.0,white,0.2,6
1650,11.6,0.047,0.48,0.9914,7.4,17.0,4483,3.19,1.1,0.49,132.0,white,0.27,6
1651,12.7,0.053,0.26,0.98982,6.0,57.0,2298,3.22,3.1,0.39,128.0,white,0.44,6
1652,8.9,0.044,0.34,0.99976,7.8,66.0,2504,3.22,13.7,0.75,184.0,white,0.25,5
1653,9.2,0.045,0.42,0.9991,7.7,45.0,102,3.18,14.3,0.63,213.0,white,0.3,5
1654,13.5,0.0409999999999999,0.37,0.9896,7.1,35.0,4873,3.07,2.7,0.43,128.0,white,0.44,7
1655,9.2,0.0279999999999999,0.27,0.9948,5.6,22.0,1748,3.34,4.8,0.45,104.0,white,0.13,6
1656,10.4,0.052,0.29,0.99544,6.8,51.0,4299,3.02,11.9,0.58,149.0,white,0.28,6
1657,10.4,0.047,0.32,0.99498,6.8,17.0,1227,3.42,7.2,0.44,109.0,white,0.18,6
1658,10.0,0.057,0.33,0.99693,7.3,48.0,1715,3.1,11.8,0.55,127.0,white,0.26,6
1659,9.2,0.052,0.34,0.99627,7.4,44.0,1769,3.11,8.3,0.52,168.0,white,0.38,5
1660,9.9,0.074,0.0,0.9972,7.1,16.0,1182,3.47,1.8,0.7,34.0,red,0.6,6
1661,9.3,0.043,0.64,0.99873,8.2,22.0,614,2.99,13.9,0.8,171.0,white,0.37,5
1662,8.8,0.032,0.0,0.99286,5.9,12.0,4428,3.25,0.8,0.36,82.0,white,0.54,5
1663,11.0,0.037,0.29,0.99395,9.4,124.0,795,2.9,8.5,0.38,208.0,white,0.24,3
1664,8.4,0.052,0.23,0.99429,6.2,34.0,4176,3.16,3.3,0.48,113.0,white,0.31,5
1665,11.0,0.049,0.26,0.9928,6.0,22.0,2959,3.15,6.8,0.42,93.0,white,0.2,6
1666,9.5,0.071,0.44,0.9992,9.5,21.0,3310,3.46,2.3,0.63,68.0,red,0.59,5
1667,10.6,0.035,0.29,0.99567,6.3,53.0,1352,3.17,13.7,0.38,134.0,white,0.24,6
1668,11.4,0.0289999999999999,0.15,0.9898,5.8,12.0,4479,3.3,1.1,0.4,83.0,white,0.29,6
1669,9.4,0.0819999999999999,0.28,0.99694,7.1,31.0,958,3.45,2.0,0.48,68.0,red,0.34,5
1670,12.2,0.037,0.22,0.99156,5.5,10.0,5078,3.46,5.5,0.44,86.0,white,0.18,5
1671,9.4,0.045,0.36,0.99922,7.2,68.0,3650,3.25,15.7,0.76,183.0,white,0.21,5
1672,10.7,0.039,0.2,0.99158,6.3,34.0,2628,3.0,3.7,0.38,132.0,white,0.3,5
1673,11.9,0.034,0.36,0.99085,7.3,30.0,2241,3.25,2.1,0.4,177.0,white,0.25,8
1674,10.4,0.099,0.5,0.99783,11.2,19.0,3679,3.1,2.0,0.58,50.0,red,0.4,5
1675,12.5,0.037,0.34,0.9888,6.6,42.0,1682,3.03,0.8,0.37,119.0,white,0.28,6
1676,10.7,0.04,0.3,0.99222,7.3,26.0,1862,3.28,1.3,0.53,84.0,white,0.27,6
1677,12.6,0.037,0.24,0.98942,6.4,31.0,1917,2.9,3.2,0.66,95.0,white,0.29,7
1678,12.5,0.027,0.22,0.9893,5.1,18.0,5431,3.51,1.6,0.38,89.0,white,0.33,7
